Timestamp,Series_No,Product_No,Turning_Cut_Depth,Milling_Gear_Depth,Drilling_Surf_Quality,Drill_Pressure
Timestamp: 01/09/15 02:13:01,XK00001402,3039,0.6017291246413048,0.3551196501400423,0.2927480446563588,3.6242067455436966
Timestamp: 01/09/15 02:17:06,XK00001402,1567,0.6444196948603576,0.31633826347599625,0.5006186193573594,4.708941186550659
Timestamp: 01/09/15 02:21:35,XK00001402,1820,0.6231639060147174,0.3164561937988305,0.7982070891607758,4.4130935018087705
Timestamp: 01/09/15 02:22:24,XK00001402,484,0.6192763587805781,0.3116806053756572,0.3112704488065349,3.628591219615108
Timestamp: 01/10/15 02:27:25,WK00001576,3342,0.5215302440548911,0.2651282000884477,0.2958592297284587,2.0425428977380453
Timestamp: 01/10/15 02:32:43,WK00001576,1265,0.6470159388584256,0.3150882020539532,0.20722663174421715,3.0607782717043004
Timestamp: 01/11/15 02:33:46,WK00001576,1179,0.6460050572491975,0.30316367746056705,0.20903546027450776,1.2863985330713357
Timestamp: 01/11/15 02:36:13,WK00001576,6457,0.6822928090462257,0.3081774851358656,0.5183451389542076,2.8511459940084194
Timestamp: 01/11/15 02:39:49,WK00001576,3026,0.5734568287069921,0.3474046484202251,0.2943398137630145,1.4153199270636654
Timestamp: 01/11/15 02:41:50,WK00001576,3536,0.5617285564110579,0.3563885804137389,0.2966551142817865,2.6318833210692185
Timestamp: 01/11/15 02:43:31,WK00001576,7963,0.684701537062818,0.2020932632303081,0.3962853897301952,2.7392827009541367
Timestamp: 01/11/15 02:44:47,WK00001576,975,0.6555538824331619,0.3011034347206526,0.21410018015932164,2.4655626559181094
Timestamp: 01/11/15 02:50:24,WK00001576,683,0.6058254964911783,0.3024838091494276,0.6278877947486091,1.3706222612978387
Timestamp: 01/11/15 02:50:31,WK00001576,2674,0.5518873767650654,0.2941791558154391,0.3219787137058556,1.827685283819083
Timestamp: 01/11/15 02:55:06,WK00001576,7199,0.644329346251101,0.3121434818927817,0.911077989450912,1.4280368643425567
Timestamp: 01/11/15 02:55:49,WK00001576,3895,0.6746566468733132,0.29945005159451626,0.64395019209759,2.788539762844385
Timestamp: 01/11/15 03:01:22,WK00001576,2683,0.5670565673210786,0.3334741290354283,0.3221234199882788,2.5844800848572005
Timestamp: 01/11/15 03:06:38,WK00001576,120,0.6383527005142484,0.2920263377720997,0.012097445210583788,2.99219831604311
Timestamp: 01/12/15 03:09:44,WK00001576,8077,0.6781725715259823,0.3447170163628324,0.3849259465599699,2.2882543692329067
Timestamp: 01/12/15 03:13:58,WK00001576,3033,0.6113580702900816,0.35346508771067764,0.29260333837393554,1.162976621209505
Timestamp: 01/12/15 03:16:11,WK00001576,5573,0.6478026536352531,0.2856704830229473,0.6615320054120151,2.3428523351298893
Timestamp: 01/12/15 03:20:06,WK00001576,5474,0.602908770633861,0.30676173161024034,0.408296011171325,2.805783868499826
Timestamp: 01/12/15 03:20:57,WK00001576,814,0.6003568485950508,0.3065423812097686,0.3267540210258228,2.8821655314154078
Timestamp: 01/12/15 03:24:24,WK00001576,2417,0.6690899792595961,0.2701602869637856,0.3184334097864858,2.119734095273845
Timestamp: 01/13/15 03:27:41,WK00001576,2685,0.5336250248600733,0.3456911208294433,0.32241283255312525,2.123154717625664
Timestamp: 01/13/15 03:33:24,WK00001576,1313,0.6209819018666365,0.3274897548032038,0.20795016315633347,1.953124420641967
Timestamp: 01/13/15 03:34:45,WK00001576,3861,0.6552888030229851,0.2699179401503612,0.6449631360745527,1.4643971257129929
Timestamp: 01/13/15 03:39:30,WK00001576,5128,0.6405577179873285,0.3001051545378606,0.08654159220322542,1.672158193551312
Timestamp: 01/13/15 03:40:37,WK00001576,6364,0.6484870869676395,0.3105449363667633,0.5161021915766473,2.6740046274524856
Timestamp: 01/13/15 03:41:05,WK00001576,4222,0.6005776060459699,0.3666673873519729,0.6379448813770249,1.551210596539514
Timestamp: 01/13/15 03:43:37,WK00001576,7978,0.6401869477512291,0.25428922411675103,0.3896289007387255,1.9713608448607127
Timestamp: 01/13/15 03:45:29,WK00001576,5921,0.6368824047504049,0.2901235320131689,0.6605914145762638,2.47295231246544
Timestamp: 01/13/15 03:48:35,WK00001576,1104,0.6361877432735745,0.3170281558645767,0.2048389780842336,3.0096055492701
Timestamp: 01/14/15 03:49:45,WK00001576,4179,0.6247663153109642,0.36334587980934596,0.6396090036248925,1.6457851532086831
Timestamp: 01/14/15 03:51:34,WK00001576,3099,0.7399181748444471,0.3546614908358312,0.2973786456939028,1.1876074627101103
Timestamp: 01/14/15 03:54:46,WK00001576,1734,0.6624195243912834,0.3161790575401701,0.5036574512882476,3.0184476750055484
Timestamp: 01/14/15 03:55:48,WK00001576,6111,0.6884041253515926,0.2918016805071004,0.20078720217638246,1.1155323151238792
Timestamp: 01/14/15 04:01:08,WK00001576,1819,0.6200698923203682,0.3278063977200138,0.7984965017256223,2.2515264994857414
Timestamp: 01/14/15 04:04:46,WK00001576,6147,0.6518061198397591,0.2951685912240185,0.20230661814182666,1.5709500220948118
Timestamp: 01/14/15 04:07:25,WK00001576,73,0.6236326959684064,0.2972925163382635,0.009109260478543671,2.403436120077628
Timestamp: 01/14/15 04:08:25,WK00001576,335,0.6144614597835044,0.3257337722962017,0.019730701608410343,2.809121730955339
Timestamp: 01/14/15 04:13:17,WK00001576,5335,0.6355399607921131,0.3052852439683554,0.06582688787433702,2.577967199094334
Timestamp: 01/14/15 04:13:58,WK00001576,6798,0.6484086711935677,0.3046171686894993,0.9029020844939984,2.773570444070459
Timestamp: 01/14/15 04:16:20,WK00001576,1528,0.6530454300082394,0.319487003095671,0.4990268502507036,2.6199184245884557
Timestamp: 01/14/15 04:21:19,WK00001576,2105,0.6422453618206098,0.3179533192472115,0.8060212284116315,1.2329832114938757
Timestamp: 01/15/15 04:24:20,WK00001576,6274,0.6397053726169846,0.3075583509409857,0.20816722257996834,2.7950853164609306
Timestamp: 01/15/15 04:26:37,WK00001576,1852,0.6185765832315255,0.32855702422485383,0.7994370925613734,2.944963028561697
Timestamp: 01/15/15 04:27:35,YZ00001723,8913,0.5353723328692788,0.28340209326323035,0.7180398086982946,2.863073141413928
Timestamp: 01/16/15 04:33:06,YZ00001723,4667,0.6243316191720887,0.3805454277431085,0.9627381322760128,1.1376071621378496
Timestamp: 01/16/15 04:36:47,YZ00001723,9171,0.5477807767707477,0.311325045452312,0.7195592246637387,2.7338978863908667
Timestamp: 01/16/15 04:38:09,YZ00001723,4787,0.6034832514134729,0.389449167117095,0.9607122443220872,4.331447673335147
Timestamp: 01/16/15 04:39:39,YZ00001723,8725,0.5417308293320454,0.3329988698344062,0.7228874691594737,1.28698787475497
Timestamp: 01/16/15 04:42:08,YZ00001723,8686,0.5585262948546752,0.3353156110264852,0.7246239445485527,3.8382110943291874
Timestamp: 01/17/15 04:45:39,YZ00001723,8518,0.5802534306901157,0.3386901872143875,0.3777629855800189,3.8913848178240533
Timestamp: 01/17/15 04:51:30,YZ00001723,7610,0.5344688467767139,0.3518034494619429,0.33254227232275285,3.708305043615536
Timestamp: 01/17/15 04:52:03,YZ00001723,7888,0.5462508168309801,0.27691887376541696,0.3352916916887947,3.5886645608470733
Timestamp: 01/17/15 04:54:34,YZ00001723,9457,0.7399948859277781,0.34986054739324857,0.9793793547546868,4.034255145279476
Timestamp: 01/17/15 04:56:37,YZ00001723,7566,0.6054990482143365,0.3715809542528623,0.331167562639732,1.3983509075416822
Timestamp: 01/17/15 04:57:33,YZ00001723,4533,0.601481944483905,0.383800304653334,0.9628828385584359,1.8131357259598784
Timestamp: 01/18/15 05:02:56,YZ00001723,9521,0.5945293632980084,0.3641843644046976,0.9749658131407776,2.2667098497149705
Timestamp: 01/18/15 05:08:37,YZ00001723,8258,0.6474429638889678,0.3253021473146283,0.38333417745331416,2.146600954335432
Timestamp: 01/18/15 05:12:44,YZ00001723,4984,0.582719265846521,0.40227408972532064,0.9601334191923944,3.6400315699897416
Timestamp: 01/18/15 05:16:02,YZ00001723,4339,0.6676657101457512,0.3863947717556877,0.9675857927371916,3.6461139522552615
Timestamp: 01/18/15 05:20:09,YZ00001723,9584,0.5819061283632129,0.3832224460714462,0.9767746416710684,1.3583288658426371
Timestamp: 01/18/15 05:25:43,YZ00001723,8735,0.5634707503480412,0.3186390840744927,0.7230321754418969,2.9773773412866187
Timestamp: 01/18/15 05:25:46,YZ00001723,8748,0.5489715032531183,0.31699867328386816,0.7229598223006852,3.978688426484611
Timestamp: 01/18/15 05:28:42,YZ00001723,3615,0.6056814501235901,0.3655824283818977,0.6438054858151666,3.3326789793534264
Timestamp: 01/19/15 05:29:09,YZ00001723,9076,0.5548126260760861,0.30438425630190163,0.7197039309461619,3.5116868746415326
Timestamp: 01/19/15 05:30:47,YZ00001723,8514,0.6473449441713783,0.33961594024863645,0.3787035764157701,3.5000589391695667
Timestamp: 01/19/15 05:31:55,YZ00001723,7454,0.5973830155979204,0.3715980541496733,0.3328316848875993,3.8048517944198967
Timestamp: 01/19/15 05:37:51,YZ00001723,8932,0.5226553399437452,0.30212706992285393,0.7190527526752574,2.471370212112694
Timestamp: 01/19/15 05:41:52,YZ00001723,7686,0.537136687785891,0.3173347747039458,0.3293587341094414,4.4582241716731135
Timestamp: 01/19/15 05:42:26,YZ00001723,9811,0.5149160439810212,0.2723938872782664,0.9874105534291772,2.1402325433057365
Timestamp: 01/19/15 05:45:43,YZ00001723,7896,0.5332073756286049,0.2710889882561054,0.3352916916887947,3.8040510219061767
Timestamp: 01/19/15 05:48:44,YZ00001723,7230,0.5938773190896952,0.3548755343717754,0.32928638096822976,1.765638467143886
Timestamp: 01/20/15 05:54:18,YZ00001723,8927,0.5434636474699549,0.30644685764827284,0.7212233469116063,3.8594406581286207
Timestamp: 01/20/15 05:59:49,YZ00001723,7602,0.5525513538085634,0.3622697656134834,0.33398933514698537,1.8700406864814367
Timestamp: 01/20/15 06:03:44,YZ00001723,9939,0.5308889962212688,0.2870302196452263,0.995803517809726,2.2338002379151973
Timestamp: 01/21/15 06:05:18,YZ00001723,9702,0.5632619257323068,0.36539963638150463,0.985674078040098,1.1400593516687352
Timestamp: 01/22/15 06:06:21,YZ00001723,7227,0.5658743642924113,0.3515929438356838,0.3291416746858065,4.257409653854884
Timestamp: 01/22/15 06:07:07,YZ00001723,8437,0.5712262408728017,0.33396295022357625,0.3783418107097119,2.3975654687143337
Timestamp: 01/22/15 06:07:33,YZ00001723,8910,0.5361223967951815,0.2752861284457766,0.7170268647213319,4.4952230265678175
Timestamp: 01/22/15 06:10:53,YZ00001723,7401,0.56626729550814,0.3675607095474424,0.3296481466742878,1.1225298974126372
Timestamp: 01/23/15 06:13:16,YZ00001723,9311,0.5405034519987499,0.2998816765760897,0.9949352801151864,3.3239651844699987
Timestamp: 01/23/15 06:17:51,YZ00001723,2750,0.5718186209051909,0.3828096899415263,0.3231363639652416,2.7538549642719605
Timestamp: 01/23/15 06:19:32,YZ00001723,7383,0.5893837542972413,0.3738976954449413,0.3291416746858065,4.465140554440693
Timestamp: 01/23/15 06:24:18,YZ00001723,3671,0.6002707617126459,0.3838062011694757,0.6443843109448597,2.926597593327412
Timestamp: 01/23/15 06:26:18,YZ00001723,3693,0.5921888229110437,0.3931344897056656,0.6472784365933247,1.8288773303990011
Timestamp: 01/23/15 06:31:43,XK00001402,3075,0.6458567491547575,0.3484082354675446,0.29202451324424245,4.324059117052331
Timestamp: 01/23/15 06:36:08,XK00001402,7089,0.6475264937352616,0.3106316151540465,0.9093415140618332,3.486527005957502
Timestamp: 01/23/15 06:36:33,XK00001402,1696,0.6601062590561697,0.3128003537909685,0.5023550947464384,4.659002660829691
Timestamp: 01/23/15 06:38:31,XK00001402,5749,0.6008426854561468,0.30539904672989043,0.6385960596479296,4.837787462483857
Timestamp: 01/23/15 06:40:31,XK00001402,970,0.6299656220700629,0.3098998575008599,0.2112784076520682,4.032418183655533
Timestamp: 01/23/15 06:40:41,XK00001402,8326,0.583217035542802,0.30840037344602234,0.3805124049460608,4.7892171656988065
Timestamp: 01/23/15 06:42:18,XK00001402,2990,0.6006074381339319,0.3687311680015725,0.2952804045987657,3.702648743784493
Timestamp: 01/24/15 06:42:34,XK00001402,1442,0.6130602039946587,0.3053878433492212,0.49721802172041296,4.846937002124681
Timestamp: 01/25/15 06:47:52,XK00001402,3804,0.5537113958576017,0.2909001031890325,0.6492319714060386,4.8180194500559885
Timestamp: 01/26/15 06:52:32,XK00001402,1051,0.6622840014773987,0.30247555402682913,0.20570721577877304,4.810213513430764
Timestamp: 01/27/15 06:54:42,XK00001402,1227,0.6438315765548202,0.2930028008451673,0.2083842820036032,3.374996812983809
Timestamp: 01/27/15 07:00:01,XK00001402,6425,0.638284512884621,0.30823939855535354,0.5182004326717844,4.90449543974867
Timestamp: 01/27/15 07:05:24,XK00001402,1881,0.6425939710770805,0.320082551225984,0.7982070891607758,4.214977892835217
Timestamp: 01/27/15 07:06:50,XK00001402,3003,0.5934750120748928,0.35986575598250703,0.2942674606218029,3.0896941433690075
Timestamp: 01/27/15 07:07:01,XK00001402,1061,0.6576267863738388,0.2960471721291337,0.2080225162975451,3.6049707810254663
Timestamp: 01/27/15 07:09:48,XK00001402,2043,0.6363411654402364,0.3196049334185053,0.8066724066825361,3.9588855456740353
Timestamp: 01/27/15 07:12:08,XK00001402,4015,0.7520300025570363,0.25918392216598696,0.6481466742878641,4.8836268027196414
Timestamp: 01/28/15 07:17:43,XK00001402,2768,0.5736460493792085,0.4021738489509116,0.32096576972889274,4.389873519492822
Timestamp: 01/28/15 07:19:42,XK00001402,1381,0.6478307810324745,0.3156719571519827,0.491791536129541,3.167478823583978
Timestamp: 01/29/15 07:24:00,XK00001402,5363,0.6308009205330001,0.3110019163677461,0.06694836156311727,3.5784015535174816
Timestamp: 01/29/15 07:24:40,XK00001402,1597,0.6645324885643664,0.3086450788659034,0.5010527382046293,4.121288348931967
Timestamp: 01/29/15 07:26:34,XK00001402,7044,0.6501900730175869,0.3050175421355216,0.9100650454739494,4.8724051249160825
Timestamp: 01/29/15 07:28:14,XK00001402,4153,0.6750274171094128,0.3716198712593976,0.6421413635672992,3.804138642971157
Timestamp: 01/29/15 07:31:10,XK00001402,3932,0.7208426854561469,0.2772708957790772,0.6450354892157643,3.702998167789519
Timestamp: 01/30/15 07:36:40,XK00001402,1554,0.6417876523567351,0.3100861874109381,0.4990268502507036,4.316161678429111
Timestamp: 01/31/15 07:37:15,XK00001402,3096,0.7305849930391797,0.3585125055279839,0.5187866966314414,3.1779506811232485
Timestamp: 01/31/15 07:38:01,XK00001402,3286,0.6537673665369208,0.27326244410594075,0.2967274674229982,3.4683298511795218
Timestamp: 01/31/15 07:41:22,XK00001402,1087,0.6502906497712875,0.3169456046385927,0.20722663174421715,4.155039923147925
Timestamp: 02/01/15 07:45:15,XK00001402,5226,0.6174097224195245,0.32709881578300826,0.05262243960321535,4.758581000458322
Timestamp: 02/01/15 07:48:35,XK00001402,1971,0.6580981333636391,0.30097665962360576,0.8049359312934571,4.429500446202272
Timestamp: 02/01/15 07:51:48,XK00001402,5288,0.6253800039776118,0.30985799223625377,0.059575576473652574,3.8401779871898998
Timestamp: 02/02/15 07:56:38,XK00001402,2396,0.7156774725118621,0.2891688860498256,0.32132753543495085,4.937974528456387
Timestamp: 02/02/15 08:01:00,XK00001402,1090,0.6580486973321591,0.2931513930519385,0.20534545007271493,4.196134062589987
Timestamp: 02/02/15 08:03:02,XK00001402,7125,0.6421720601187603,0.3086167755884232,0.9118015208630283,3.599373775449356
Timestamp: 02/02/15 08:04:34,XK00001402,5995,0.6223541779128904,0.31135570733624884,0.1896448184297921,4.6137068712689215
Timestamp: 02/02/15 08:10:11,XK00001402,1671,0.6619584055459273,0.3008834946685667,0.503006273017343,3.4321965843808506
Timestamp: 02/02/15 08:14:17,XK00001402,1670,0.6332045344773702,0.32597670876124024,0.5017762696167454,3.664501292755792
Timestamp: 02/02/15 08:20:11,XK00001402,1499,0.6096286615336536,0.3282014643015085,0.4956262526137573,4.460617787122201
Timestamp: 02/02/15 08:21:32,XK00001402,5596,0.5896726993777879,0.3195872438700801,0.6634855402247288,3.781277726978343
Timestamp: 02/02/15 08:22:47,XK00001402,5993,0.6578876040571641,0.29885096555451823,0.189283052723734,4.929004551984344
Timestamp: 02/02/15 08:26:53,XK00001402,2138,0.6362815012643124,0.3188148002555157,0.809204766624943,3.3048132601558735
Timestamp: 02/03/15 08:27:24,XK00001402,3840,0.5767340966559651,0.2781506559874208,0.6471337303109015,4.420554515511074
Timestamp: 02/04/15 08:30:28,XK00001402,6237,0.6402184845299317,0.30479347452213656,0.2070819254617939,3.652735984257976
Timestamp: 02/04/15 08:32:16,WK00001576,5655,0.6253970508850186,0.30040174929978875,0.6691290852392358,2.0555589469264306
Timestamp: 02/04/15 08:34:25,WK00001576,5777,0.6424686763076399,0.29546223772787583,0.6420690104260877,2.63714440588662
Timestamp: 02/04/15 08:38:47,WK00001576,6712,0.6604881097820838,0.3081934057294482,0.5299939946892793,2.157249294302844
Timestamp: 02/04/15 08:40:44,WK00001576,1003,0.6373264766883542,0.3152827870866297,0.20787781001512187,2.024340701748107
Timestamp: 02/04/15 08:45:04,WK00001576,2603,0.5709858794783648,0.2600630927227163,0.3197357663282951,1.9347111539085116
Timestamp: 02/04/15 08:45:43,WK00001576,3900,0.7180981333636391,0.280492162547295,0.6434437201091086,2.5066423718926267
Timestamp: 02/04/15 08:50:58,WK00001576,2008,0.6333409097366254,0.3217453687779471,0.8070341723885944,2.080443969534716
Timestamp: 02/04/15 08:52:49,WK00001576,7018,0.6253885274313153,0.30893223920200485,0.9088350420733516,1.228285502117564
Timestamp: 02/04/15 08:56:49,WK00001576,5451,0.6132204449242834,0.31633826347599625,0.4122030807967528,1.2884696709936037
Timestamp: 02/04/15 08:57:37,WK00001576,6057,0.6607131289598547,0.2933984570782763,0.19528836344429887,1.980068978383093
Timestamp: 02/05/15 08:59:37,WK00001576,3492,0.6067511435633719,0.3701021080045207,0.29651040799936323,2.604387110705285
Timestamp: 02/05/15 08:59:50,WK00001576,140,0.6368380827911471,0.30052852439683553,0.01397139156796488,1.0172995189773577
Timestamp: 02/05/15 09:00:57,WK00001576,2248,0.6919004460607441,0.24701881971401896,0.3161181092677139,2.467773567443349
Timestamp: 02/05/15 09:05:48,WK00001576,312,0.6343722476347416,0.2934019949879613,0.016879987844672248,2.5506316073447217
Timestamp: 02/05/15 09:11:26,WK00001576,2515,0.6470040060232407,0.2657656134833669,0.3174928189507348,1.606994127458182
Timestamp: 02/05/15 09:12:52,WK00001576,5469,0.5979881808108647,0.3066178566163825,0.4090195425834412,1.5751935422794994
Timestamp: 02/05/15 09:15:17,WK00001576,687,0.6315168906440891,0.2986481253992433,0.6276707353249741,2.6225164491795474
Timestamp: 02/06/15 09:19:10,WK00001576,576,0.6184529931528255,0.3075748611861825,0.6190607115207906,1.4459511311114306
Timestamp: 02/06/15 09:20:38,WK00001576,1437,0.6226269284314006,0.31181976315660165,0.4948303680604293,2.7616907280679346
Timestamp: 02/06/15 09:20:55,WK00001576,5369,0.6021169417848113,0.2961291337035035,0.06784554051414142,2.972120117397424
Timestamp: 02/06/15 09:24:20,WK00001576,708,0.5813461374548968,0.33631624981573394,0.629045445007995,2.3170226054045653
Timestamp: 02/06/15 09:27:55,WK00001576,1498,0.6390192345938576,0.30902658346027223,0.4964944903082967,1.6694826503239644
Timestamp: 02/06/15 09:28:46,WK00001576,1439,0.6079742591698157,0.2872855387941625,0.49548154633133396,2.9038158763748387
Timestamp: 02/06/15 09:29:53,WK00001576,27,0.6240503451998751,0.2883274531964031,0.0062006642018362975,1.3889931178354589
Timestamp: 02/06/15 09:34:29,WK00001576,1259,0.648508395601898,0.3169868802515847,0.2085289882860264,1.5522991782454418
Timestamp: 02/07/15 09:34:31,WK00001576,1847,0.6218427706906839,0.3261294285293106,0.7978453234547179,1.4314840530812014
Timestamp: 02/07/15 09:38:19,WK00001576,5549,0.6054496121828566,0.29575470492850475,0.4179913320936829,2.9073014543426385
Timestamp: 02/07/15 09:39:32,WK00001576,1731,0.6470338381112027,0.3019354331482483,0.5046703952652104,1.1474677327176226
Timestamp: 02/08/15 09:40:51,WK00001576,2212,0.6960445492513567,0.2541064321163579,0.3171310532446765,1.3194671831054905
Timestamp: 02/08/15 09:41:13,WK00001576,1607,0.6501721737648096,0.31922755638543565,0.4986650845446455,2.8556551380517394
Timestamp: 02/08/15 09:46:15,WK00001576,1302,0.6831698724323096,0.3020504152130117,0.20831192886239155,2.3954149917181593
Timestamp: 02/08/15 09:50:22,WK00001576,899,0.6036315595079127,0.3153535452803302,0.33941582073785737,3.037027981897128
Timestamp: 02/08/15 09:51:02,WK00001576,5495,0.6116870756030344,0.31490541005356004,0.4093089551482878,2.187489444337313
Timestamp: 02/09/15 09:54:44,WK00001576,2576,0.6142321788788818,0.26593543314824825,0.31604575612650226,2.1431055740110483
Timestamp: 02/09/15 09:55:28,WK00001576,1121,0.6784086711935677,0.29912397425187953,0.20592427520240786,1.3717253865001686
Timestamp: 02/09/15 09:57:32,WK00001576,5755,0.6468011478250988,0.2819214780600462,0.6383790002242948,2.5986435498958302
Timestamp: 02/09/15 10:01:08,WK00001576,6131,0.6475426882972981,0.30606476340228983,0.20093190845880576,1.4667227848246998
Timestamp: 02/09/15 10:03:39,WK00001576,5483,0.6073222149615025,0.3076886639477176,0.4093813082894994,1.0344552833946812
Timestamp: 02/09/15 10:07:06,YZ00001723,9858,0.5463386084041255,0.29436902363520223,0.9908111510661236,3.9166966030303354
Timestamp: 02/09/15 10:07:55,YZ00001723,4792,0.5982183140608576,0.39558744042061816,0.9612910694517804,4.9353050666910825
Timestamp: 02/09/15 10:11:38,YZ00001723,9184,0.5437883910560559,0.2877820254532947,0.7189080463928341,2.7336273813587524
Timestamp: 02/09/15 10:17:05,YZ00001723,9304,0.5338381112026593,0.30356699916466023,0.9947905738327631,4.762108668545005
Timestamp: 02/09/15 10:19:24,YZ00001723,9767,0.5319885217490128,0.2830883986044912,0.9840823089334424,2.1091811782470624
Timestamp: 02/09/15 10:22:42,YZ00001723,8694,0.5451495866124956,0.3224765367795195,0.7237557068540129,4.515480836747963
Timestamp: 02/09/15 10:26:54,YZ00001723,7444,0.6039401085319772,0.3806633580659428,0.32957579353307626,4.3186688611809165
Timestamp: 02/09/15 10:31:08,YZ00001723,8635,0.5427877375912721,0.314557515601199,0.7255645353843035,4.7637914531032415
Timestamp: 02/09/15 10:36:28,YZ00001723,9597,0.5700738699320966,0.3787705763844529,0.9800305330255912,3.69965332365554
Timestamp: 02/09/15 10:37:09,YZ00001723,7683,0.4992158422592836,0.3059297331826446,0.3326869786051761,3.5741038002946284
Timestamp: 02/10/15 10:42:08,YZ00001723,9987,0.5540421058612951,0.2716674364896074,0.9935605704321656,1.2089392910949723
Timestamp: 02/10/15 10:46:35,YZ00001723,4730,0.6076571866920477,0.387579971500172,0.9610016568869336,4.542913411813334
Timestamp: 02/10/15 10:49:48,YZ00001723,9494,0.7267323919652244,0.3613027369662425,0.9811158301437656,4.812297994560872
Timestamp: 02/10/15 10:54:41,YZ00001723,8895,0.5259965337954939,0.2709291926686649,0.7197039309461619,2.2061445292062665
Timestamp: 02/10/15 10:55:26,YZ00001723,7235,0.6202825249121309,0.3649060979804433,0.3299375592391343,3.7890967467488856
Timestamp: 02/10/15 11:00:45,YZ00001723,9013,0.5356536068414922,0.2879671760601445,0.723393941147955,2.308124486207729
Timestamp: 02/10/15 11:03:44,YZ00001723,7244,0.5645276586072678,0.33991371431379297,0.3307334437924623,1.8310631558933084
Timestamp: 02/10/15 11:05:36,YZ00001723,7867,0.5649862204165128,0.2673576728416294,0.33290403802881097,4.0316557003469216
Timestamp: 02/10/15 11:08:36,YZ00001723,4725,0.630511123107083,0.3838297872340426,0.9623040134287432,3.880048332419597
Timestamp: 02/10/15 11:10:52,YZ00001723,9211,0.5561712645964145,0.3612679475210063,0.7228151160182621,2.8028745490703417
Timestamp: 02/10/15 11:13:15,YZ00001723,3706,0.5867474500667671,0.3725314726549064,0.6472784365933247,3.1796251636856017
Timestamp: 02/10/15 11:18:42,YZ00001723,9748,0.5220416512770976,0.3010132180236844,0.9861805500285796,3.4138870025742887
Timestamp: 02/10/15 11:24:21,YZ00001723,4567,0.6119419268687674,0.3911001916367747,0.9630998979820712,1.8680053571679167
Timestamp: 02/10/15 11:30:09,YZ00001723,8598,0.5302412137398074,0.33850326765269523,0.7286033673151922,2.750996016952436
Timestamp: 02/10/15 11:31:32,YZ00001723,9128,0.5555303008779158,0.2988409414770773,0.7198486372285854,1.9007240830768128
