Timestamp,Series_No,Product_No,Turning_Rotation_Speed,Drilling_Speed,Milling_Circle_Diameter,Turning_Cut_Speed,Drilling_Diameter,Turning_Shaft_Diameter
Timestamp: 01/07/15 02:37:20,XK00001402,9317,26.330135834064105,44.78384355812555,49.19122836498067,0.5088945097404498,1.6112530500012368,0.7241784037558685
Timestamp: 01/07/15 02:37:51,XK00001402,9460,29.611468045886504,48.424511217350656,49.141405729206106,0.6985987664737056,1.884630925798498,0.7216842723004695
Timestamp: 01/07/15 02:38:53,XK00001402,3692,31.82078493834673,43.522849140284656,?,?,?,0.644600938967136
Timestamp: 01/07/15 02:39:11,XK00001402,8436,22.949693075863056,42.980739390558654,,0.2945624287588632,1.4860827401311898,0.545862676056338
Timestamp: 01/07/15 02:41:28,XK00001402,4769,29.49603593607388,45.596536782932176,49.17948816433105,0.7146618133731881,1.6723062178335393,0.7683392018779341
Timestamp: 01/08/15 02:44:06,XK00001402,6837,28.33473522200548,41.84678721406657,49.173527950792284,0.6376180751893163,1.4016319510936939,0.3061032863849765
Timestamp: 01/08/15 02:49:40,XK00001402,8714,25.147788893462423,45.771190402300434,49.185377099794856,0.4280394783513036,1.6916649639497414,0.6426643192488263
Timestamp: 01/08/15 02:54:06,XK00001402,9430,35.23381713406231,44.42864382210944,49.120567048478314,1.0567948978432231,1.597099578245417,0.7343603286384974
Timestamp: 01/08/15 02:54:19,XK00001402,3651,30.05923725325268,43.19616909110194,,0.7033424361283389,1.5037876365342275,0.6415199530516432
Timestamp: 01/08/15 02:54:46,XK00001402,4966,28.259570127243773,45.580273490440405,49.134401642719574,0.619690275391116,1.6783471215226782,0.7612969483568074
Timestamp: 01/08/15 02:55:36,WK00001576,5056,35.47005028902768,45.80088858858976,,1.063730470027928,1.6901677947357188,0.10469483568075116
Timestamp: 01/09/15 02:58:31,WK00001576,3046,32.04574332909784,43.68783906411429,49.130654927327754,0.8466994045876708,,0.5258802816901408
Timestamp: 01/09/15 03:01:32,WK00001576,3084,33.4384451563255,41.818974626906716,49.115605281963866,0.9342446459380068,1.388679696497962,0.5188967136150234
Timestamp: 01/10/15 03:03:58,WK00001576,670,36.504644129069206,43.27442145497543,49.180660005428955,1.1273937882894205,1.504414358530795,0.11232394366197183
Timestamp: 01/10/15 03:05:39,WK00001576,2632,33.18288383413569,43.80451051025098,49.134610306514176,0.9207660811262212,1.5460913713025464,0.5296948356807512
Timestamp: 01/10/15 03:07:35,WK00001576,527,34.50364192780572,40.40689657881608,49.188929370075385,1.0055305506100478,1.2923037805813304,0.10821596244131457
Timestamp: 01/10/15 03:13:17,WK00001576,8028,28.787873364711782,41.809782331150494,49.137911995582975,0.6546625709828608,1.4010052290971264,0.5467429577464789
Timestamp: 01/10/15 03:16:23,WK00001576,6229,32.383986255525535,44.61602523560168,49.18396520300403,0.8775496148243551,1.6061174114182517,0.194131455399061
Timestamp: 01/10/15 03:17:51,WK00001576,5089,34.615852676414264,45.26396423646985,,1.0122044030896702,1.6509976699502382,0.10616197183098593
Timestamp: 01/10/15 03:19:21,WK00001576,6766,34.580954596703485,46.04059537792513,,1.0071662987668182,1.7097006302954114,0.24228286384976525
Timestamp: 01/11/15 03:24:28,WK00001576,7774,28.285341016876348,45.67054654876434,49.1733312897823,0.6209661589533966,1.6770762685851937,0.5273767605633802
Timestamp: 01/11/15 03:24:46,WK00001576,5288,31.95822968305385,43.1711849026363,49.17382137271232,0.8495128914173155,1.4963017904641134,0.10528169014084507
Timestamp: 01/12/15 03:27:01,WK00001576,4028,39.76090341285322,41.848908513087224,49.12701162054211,1.3305537093602675,1.3981501622238734,0.6306338028169014
Timestamp: 01/12/15 03:27:30,WK00001576,2466,34.52887592390429,42.984981988599976,,1.0070681538774118,1.4821831365969913,0.5250880281690141
Timestamp: 01/12/15 03:27:35,WK00001576,6765,32.80705836032715,45.7254646234105,49.17407250789876,0.8993050653093974,1.6818985461698948,0.24580399061032865
Timestamp: 01/12/15 03:31:29,WK00001576,2012,33.99574064463017,39.06953539623115,,0.9707872597602508,1.1926375741827189,0.28547535211267605
Timestamp: 01/12/15 03:35:51,WK00001576,5160,33.62635789322977,46.10635564756581,49.173989965672035,0.9512564267684158,1.7131127833878357,0.10704225352112677
Timestamp: 01/12/15 03:40:02,WK00001576,2884,36.22975463965496,44.66764351177125,,1.1071759410717419,1.6056473699208258,0.534037558685446
Timestamp: 01/13/15 03:43:37,WK00001576,2188,35.458775524813426,40.203251872832055,49.17243403546546,1.0610805580139606,1.2745118394565478,0.2671654929577465
Timestamp: 01/13/15 03:48:29,WK00001576,2441,36.22760706551891,42.27340401711181,,1.085616780365512,1.4240894893040363,0.5227992957746478
Timestamp: 01/13/15 03:49:49,WK00001576,1833,33.762191957334856,41.381751328758135,,0.9614634952666612,1.3644986727970585,0.2810446009389671
Timestamp: 01/13/15 03:53:58,WK00001576,1552,34.9734237700664,43.2829066510581,49.1662690359548,1.0288563193255895,1.5035090934246418,0.240962441314554
Timestamp: 01/13/15 03:54:50,WK00001576,7118,31.073429139001732,41.09796865977114,49.186822235066224,0.7973325252163491,1.345435878734791,0.2846537558685446
Timestamp: 01/14/15 03:55:16,WK00001576,6198,31.00202229897811,44.531173274775,,0.7902988081422376,1.598022252295919,0.1970950704225352
Timestamp: 01/14/15 03:56:12,WK00001576,1038,35.72185335647941,42.04548222233571,49.14404080208146,1.0737739637104966,1.4126344039223269,0.20058685446009392
Timestamp: 01/14/15 04:00:56,WK00001576,1662,38.81919215419582,43.4884369561716,49.19123759789194,1.2678718399928368,,0.2403755868544601
Timestamp: 01/14/15 04:04:53,WK00001576,2312,37.484474828641474,42.62058995682763,49.13926184721009,1.1921694152975166,1.4613794480998137,0.5398767605633802
Timestamp: 01/14/15 04:08:06,WK00001576,2234,38.546450238917615,43.008080577936134,49.13738756622306,1.2479157124802418,1.483836986310156,0.5354460093896712
Timestamp: 01/14/15 04:08:34,WK00001576,85,38.119082985843896,43.68006096770518,49.18906232399763,1.2248189485066479,,0.10058685446009387
Timestamp: 01/14/15 04:12:45,YZ00001723,6573,32.85806324605831,45.89399004560793,,0.8984544762678769,1.6958953374265733,0.2456572769953051
Timestamp: 01/14/15 04:13:42,YZ00001723,8113,26.294808239526105,42.72712630764335,,0.5063132991490665,1.4627199368146948,0.5449530516431924
Timestamp: 01/15/15 04:16:26,YZ00001723,2159,34.908459652450915,39.76485007522755,49.17408764987323,1.0348431575793682,1.2463963943327474,0.27957746478873235
Timestamp: 01/16/15 04:18:11,YZ00001723,1700,35.6644057483401,43.49739355203664,49.16742776631871,1.0749844173465066,,0.2379401408450704
Timestamp: 01/17/15 04:18:55,YZ00001723,6437,32.25942695563469,46.890057785756646,49.18646455208378,0.8673425463261096,1.77160683640082,0.23744131455399056
Timestamp: 01/17/15 04:19:41,YZ00001723,5427,28.939277341303214,41.15406523387321,49.18224843548318,0.6657529434857621,1.3476468146671274,0.11144366197183098
Timestamp: 01/17/15 04:23:33,YZ00001723,6308,30.61653274155735,44.24126240861719,,0.7750209203580051,1.5740153180385068,0.2061619718309859
Timestamp: 01/18/15 04:27:37,YZ00001723,627,37.19723678794495,42.94679860622797,49.182989653599634,1.1674369031671528,1.4796762486107204,0.11291079812206573
Timestamp: 01/19/15 04:29:32,YZ00001723,1925,32.882760348622874,40.80098679687776,49.17838039963733,0.9005482339085427,1.320837040369509,0.26731220657277
Timestamp: 01/20/15 04:33:06,YZ00001723,961,35.65688923886393,41.76287805280463,49.179154117601435,1.0741338283049862,1.391726261759055,0.19636150234741784
Timestamp: 01/20/15 04:38:19,YZ00001723,6129,31.197988438892565,44.22122791786644,,0.805053256516304,1.57434608798114,0.21631455399061034
Timestamp: 01/21/15 04:42:17,YZ00001723,3357,32.07580936700252,41.65799160122721,49.178544376141424,0.8500690457906174,1.3830217895845034,0.5176349765258216
Timestamp: 01/21/15 04:45:14,YZ00001723,601,38.704296937917206,43.028586468469236,49.183505588681186,1.2613615623288923,1.4860305132981428,0.11291079812206573
Timestamp: 01/21/15 04:46:37,YZ00001723,5705,32.49888147180414,46.54122194680254,49.19175833408735,0.8821624246264467,1.745458601988468,0.11672535211267605
Timestamp: 01/21/15 04:47:15,YZ00001723,6486,32.84625158831004,47.26977031045604,49.18246356231568,0.9028382813280208,1.7997222815246203,0.24468896713615024
Timestamp: 01/21/15 04:49:34,YZ00001723,5557,31.434758487391953,41.46990308806141,49.18328344483612,0.8176812322865692,1.3711488895384156,0.11173708920187794
Timestamp: 01/21/15 04:54:17,YZ00001723,6163,31.312883655171174,44.216513920042736,,0.8090771969819585,1.5753383978090387,0.20070422535211266
Timestamp: 01/21/15 04:54:20,YZ00001723,964,36.62705585482399,41.60283782668987,49.17964789369596,1.1340676407690429,1.3815072114261318,0.1958920187793427
Timestamp: 01/21/15 04:55:36,YZ00001723,2450,37.072140594520114,41.89510569175954,49.171814691777726,1.1701522451073911,1.4048177879095796,0.5229460093896713
Timestamp: 01/21/15 04:56:11,YZ00001723,1937,34.929398500277394,40.01139216140729,49.16719509695479,1.0314735163764217,1.2645713322332104,0.279900234741784
Timestamp: 01/21/15 04:57:14,YZ00001723,2855,33.97319111620166,44.91206429893032,49.13361684526193,0.9531866095934044,1.6257721095883884,0.5367370892018779
Timestamp: 01/21/15 05:02:06,YZ00001723,760,36.79832489217388,40.77105291069724,49.17394971017892,1.1441111344516108,1.3194791427102794,0.10880281690140843
Timestamp: 01/22/15 05:04:12,YZ00001723,6865,29.43321939259445,41.591995631695355,,0.702524562049954,1.3800100422121089,0.2849178403755869
Timestamp: 01/23/15 05:06:33,YZ00001723,2180,35.780911645220755,40.373191494376606,49.1951523522688,1.0845699015451793,1.2892746242645867,0.2916960093896713
Timestamp: 01/24/15 05:07:51,YZ00001723,6570,32.18211428673694,45.665596851049465,49.16799097390594,0.8590002307265819,1.6798791086253992,0.2457746478873239
Timestamp: 01/24/15 05:13:08,YZ00001723,1888,34.70873525779838,40.66498795966389,49.19027922170251,1.0138074362833047,1.3100609038174151,0.2722711267605633
Timestamp: 01/24/15 05:17:28,YZ00001723,517,34.93530432915153,38.859055393402755,49.18900323336553,1.0308846470399846,1.1779792430407745,0.1073356807511737
Timestamp: 01/24/15 05:23:09,YZ00001723,3248,34.19170678454462,39.69579000711028,49.13265662249025,0.9826300764152665,1.2386668230417457,0.5204518779342724
Timestamp: 01/24/15 05:23:55,YZ00001723,6697,32.4135153998962,45.41198376813416,,0.8767971706722407,1.6582049729107666,0.2491197183098592
Timestamp: 01/24/15 05:24:54,YZ00001723,1926,33.774003615083124,41.77324884801679,,0.9573414099116008,1.3931537951956812,0.278843896713615
Timestamp: 01/24/15 05:28:07,YZ00001723,1236,34.702292535390235,43.24448756879491,,1.0159666238502412,1.5017507900453826,0.2026408450704225
Timestamp: 01/24/15 05:28:39,YZ00001723,3536,32.40599889042003,42.70992021558683,49.14523738738156,0.8803958166171351,1.4603697293275657,0.5357687793427229
Timestamp: 01/24/15 05:29:35,YZ00001723,4159,36.32907994344721,42.878445637784274,49.133685168805314,1.1134244990306041,1.4813649162125837,0.6085387323943661
Timestamp: 01/24/15 05:29:45,YZ00001723,230,38.4401453191832,40.155640494812644,49.18363171024909,1.2449059358717849,1.2734498938512524,0.1011737089201878
Timestamp: 01/24/15 05:31:36,YZ00001723,5568,34.47894482524116,46.26733867324531,49.1798057764786,1.0034367929693822,1.7252816354878582,0.11760563380281687
Timestamp: 01/24/15 05:35:21,YZ00001723,1831,33.108792526441995,40.798394098074716,?,0.9173964399232748,1.3212722639782368,0.2733861502347417
Timestamp: 01/24/15 05:38:17,YZ00001723,1321,,41.52859236096653,49.17524213309795,1.0262391222747576,1.3758667134570224,0.21050469483568074
Timestamp: 01/25/15 05:38:24,YZ00001723,5511,31.14429908549135,40.50636193289624,49.16946454654403,0.8001460120459937,1.2999114892618884,0.1120305164319249
Timestamp: 01/25/15 05:42:13,YZ00001723,1834,32.23580364013816,41.706781478702545,49.177438642688166,0.8669172518053493,1.3883663354996778,0.27215375586854457
Timestamp: 01/25/15 05:47:16,YZ00001723,5637,38.57436870268626,44.968396572923574,49.17785301574581,1.2519723679090318,1.6288012659051323,0.11672535211267605
Timestamp: 01/25/15 05:48:58,YZ00001723,1302,36.17552839271973,42.28896020993004,49.17891424656674,1.1089752640441892,1.4301826198262222,0.2064847417840376
Timestamp: 01/25/15 05:54:47,YZ00001723,1060,36.499812087263095,42.543516092410066,49.174262521212604,1.1280480875521288,1.4504814489372757,0.20269953051643194
Timestamp: 01/25/15 05:55:45,XK00001402,8639,25.51781591710364,45.86853445735992,,0.4714195194688468,1.6904985646783517,0.6389964788732393
Timestamp: 01/25/15 05:57:56,XK00001402,9560,22.729244590797645,48.986561177870925,,0.2800893290677613,1.923619997562748,0.7398474178403756
Timestamp: 01/26/15 06:00:24,XK00001402,9113,24.647350430409652,45.67101794854671,49.16716924480325,0.4140865465740545,1.686181146479774,0.6396420187793427
Timestamp: 01/26/15 06:04:31,XK00001402,5007,29.368792168512982,44.450799611880846,49.14040488162485,0.7144000936681049,1.5960028147514231,0.7621772300469484
Timestamp: 01/26/15 06:08:19,XK00001402,4331,32.492438749395994,45.46218784495661,49.11968438216128,0.8763391611883451,1.6715576332265278,0.7312793427230047
Timestamp: 01/26/15 06:11:44,XK00001402,9194,26.146625624138732,44.468948503502105,?,0.4927431324405018,1.5940181950956256,0.6337734741784037
Timestamp: 01/26/15 06:14:23,XK00001402,9348,31.346171054279928,43.15751430894756,49.13865247506652,0.8065581448205326,1.4979034133442308,0.7198356807511737
Timestamp: 01/26/15 06:19:40,XK00001402,8441,24.5132881149668,43.22398167826179,49.13791938191199,0.3974117298639401,1.5034916844802926,0.5481514084507041
Timestamp: 01/26/15 06:20:51,XK00001402,8784,23.23805859298101,43.95276574180648,49.17566370782637,0.315581792573359,1.5433233491510392,0.6389377934272299
Timestamp: 01/26/15 06:21:24,XK00001402,7405,28.981691930490182,48.11098322209608,49.13505533283721,0.6627104519141696,1.8629515674005608,0.5374706572769953
Timestamp: 01/26/15 06:26:46,XK00001402,4340,31.85085097625141,47.32515978488457,49.121418322897064,0.7924907106723096,1.794412553498144,0.7273767605633803
Timestamp: 01/27/15 06:27:45,XK00001402,7286,30.815720242675877,47.06989680273097,49.12322797350524,0.7650101416385718,1.7833926917251623,0.5331866197183098
Timestamp: 01/27/15 06:30:07,XK00001402,8962,26.198596918231114,44.00273411873775,49.192482194330616,0.496178203569719,1.5623339163802588,0.6365903755868544
Timestamp: 01/27/15 06:30:37,XK00001402,9478,30.187017914347585,49.34854907075319,49.099724674586035,0.7389363160196565,1.9502556824168744,0.7212734741784037
Timestamp: 01/27/15 06:32:21,XK00001402,8431,23.817044580059772,,49.14193385173053,0.3418878944305358,,0.5544600938967136
Timestamp: 01/27/15 06:33:07,XK00001402,7854,27.92884371029225,46.32626364604161,49.13992661682126,0.5902140936061187,1.7269703030897212,0.5318955399061033
Timestamp: 01/27/15 06:35:32,XK00001402,8451,25.08540186481021,43.35550221754315,,0.42750622445219655,1.5118827956565604,0.5451584507042253
Timestamp: 01/28/15 06:36:27,XK00001402,9678,24.118939814234835,47.70322241034565,,0.37101729760629776,1.8204911521331,0.7451291079812207
Timestamp: 01/28/15 06:38:22,XK00001402,7414,29.792938060382625,47.18845384799714,49.137736570268906,0.7166247111613122,1.7972850293157459,0.5386150234741783
Timestamp: 01/28/15 06:42:04,XK00001402,4915,26.73506093741611,45.16685588130153,49.127517584079506,0.5034049389263293,1.6373664665248908,0.7588908450704225
Timestamp: 01/28/15 06:42:17,XK00001402,3668,30.232653864738626,43.508000047139966,49.126640457509225,0.7443669999001331,,0.644806338028169
Timestamp: 01/28/15 06:44:01,XK00001402,8768,24.60880147466757,45.081061120910114,49.16922449085111,0.3974640738049569,1.6288012659051323,0.635856807511737
Timestamp: 01/28/15 06:48:39,XK00001402,9883,27.92938060382626,44.78832185605808,49.171055192496965,0.5893962195277337,1.6108178263925097,0.7307218309859155
Timestamp: 01/29/15 06:50:00,XK00001402,3596,32.27123861338296,43.43234038206952,49.13606910649425,0.8736565342112421,,0.6353579812206572
Timestamp: 01/29/15 06:55:33,XK00001402,4543,32.34801438874671,45.11405910567605,44.43231445079873,0.8709411922710038,1.6330316393819642,0.9006748826291078
Timestamp: 01/29/15 06:59:28,XK00001402,3665,30.425935536983012,43.21431798272321,49.09382853745146,0.7569295457441275,1.4998358061669808,0.6556338028169012
Timestamp: 01/29/15 07:00:41,XK00001402,8249,24.56772911931564,43.207011286096446,49.13642919003362,0.3937574684817158,1.4934467235908606,0.5484154929577465
Timestamp: 01/29/15 07:06:00,XK00001402,9448,32.86880111673855,45.93028782885045,49.117678993834254,0.9170692902919206,1.703642317661924,0.7219483568075117
Timestamp: 01/29/15 07:10:39,XK00001402,9781,28.298763355226654,43.08397594289778,,0.6266258475758211,1.4975204165685505,0.7231514084507041
Timestamp: 01/29/15 07:12:34,XK00001402,9481,32.796320489646895,48.55963796496714,49.12023651025499,0.905062898821228,1.8928827654199727,0.7229166666666665
Timestamp: 01/29/15 07:15:38,XK00001402,4821,27.89018737584337,44.56417125954093,49.13869679304059,0.619134121017814,1.5995194215099418,0.7643779342723004
Timestamp: 01/29/15 07:17:27,XK00001402,3662,29.795622528052693,43.31566893593285,49.136453195602904,0.7060904930317127,1.504013952810766,0.6442194835680749
Timestamp: 01/29/15 07:21:54,XK00001402,6803,27.957299067594896,42.01672683561111,49.175767485749,0.6110535251233697,1.4106846021552273,0.2885563380281689
Timestamp: 01/29/15 07:24:44,XK00001402,4795,29.052024983445786,44.73811777923562,49.11432560046238,0.6588173713010568,1.6133595322674783,0.759888497652582
Timestamp: 01/29/15 07:27:36,XK00001402,8643,26.07425237575389,46.42455050066585,49.1719910403829,0.4870474573586283,1.7338294271632675,0.6401995305164319
Timestamp: 01/29/15 07:32:47,XK00001402,8324,24.080015033018952,44.216985319825106,,0.3766017418135109,1.57356268548543,0.5502053990610328
Timestamp: 01/30/15 07:32:54,XK00001402,4945,27.693147448860888,44.95449027934365,49.13257906603563,0.5766046689417915,1.619766023787948,0.7590669014084507
Timestamp: 01/30/15 07:35:51,XK00001402,7318,28.371243982318305,47.545303483251566,49.131247680231034,0.6298319139630905,1.8235203084498437,0.5458333333333333
Timestamp: 01/30/15 07:38:21,XK00001402,8086,25.163251427241978,43.33900322516018,49.179832736579506,0.42955418114447264,1.5027779177619796,0.5520539906103286
Timestamp: 01/30/15 07:44:15,XK00001402,4649,29.283426096605037,45.71485812830717,49.113276741742546,0.6847276221042952,1.6805406485106646,0.7570422535211266
Timestamp: 01/30/15 07:44:55,XK00001402,9665,22.752223634053365,47.07437510066349,49.172001381243525,0.2823826479835529,1.7865959374853968,0.7401701877934271
Timestamp: 01/30/15 07:50:07,WK00001576,5433,30.496805483472627,40.72721273093679,49.20546182098862,0.7604300467996157,1.3163629416717904,0.11144366197183098
Timestamp: 01/30/15 07:51:20,WK00001576,6684,34.1906329974766,46.24306158445323,,0.9856725679868588,1.7228269743346347,0.23603286384976524
Timestamp: 01/31/15 07:52:05,WK00001576,9424,36.956171591173465,44.03431790415657,,1.1565101054799285,1.5547436166440505,0.7335680751173709
Timestamp: 02/01/15 07:55:51,WK00001576,2459,34.951948028705914,43.03966436335495,,1.0277767255421213,1.486204602741634,0.5339201877934272
Timestamp: 02/01/15 07:57:14,WK00001576,245,35.523202748894896,39.98664367283284,49.17236035683354,1.066871106488927,1.2616292206382125,0.10176056338028172
Timestamp: 02/01/15 07:59:32,WK00001576,8124,26.549832668181896,42.85134015029797,49.14539619345534,0.5177471787648895,1.4658709557418823,0.5482394366197182
Timestamp: 02/01/15 08:04:52,WK00001576,1224,34.39196807273117,42.309466100463155,49.17368546425848,0.9928698598766472,1.4336644086960426,0.2015258215962441
Timestamp: 02/01/15 08:09:58,WK00001576,9387,38.199080122411715,43.70975915399453,,1.2154624690499232,,0.7318075117370891
Timestamp: 02/01/15 08:10:22,WK00001576,9369,37.40233011793761,43.32886812983921,,1.1784945607069186,1.5096718597242242,0.7314847417840373
Timestamp: 02/01/15 08:14:45,WK00001576,1868,31.363888540902337,40.99708910634385,,0.8093062017239063,1.332814394081692,0.2778462441314554
Timestamp: 02/01/15 08:15:13,WK00001576,5276,32.20788517636954,43.434697380981376,49.17511453426425,0.8648562091278191,1.5156431276359663,0.10469483568075116
Timestamp: 02/02/15 08:18:54,WK00001576,6272,31.265637024178105,44.670000510683096,49.1723956265546,0.8066235747468034,,0.20865610328638495
Timestamp: 02/02/15 08:18:56,WK00001576,382,35.60158920486067,39.659020824085395,49.17332888922539,1.0716802060698307,1.2368040659963921,0.1102699530516432
Timestamp: 02/02/15 08:20:43,WK00001576,5383,28.16937201352972,42.236163434304544,49.17611390457971,0.6179890973080749,1.4273275529529696,0.1120305164319249
Timestamp: 02/02/15 08:25:49,WK00001576,3300,32.936986595558096,40.414674675225186,49.172450470047515,0.9058153429733424,1.289970982038551,0.5117957746478873
Timestamp: 02/02/15 08:30:10,WK00001576,7100,31.079334967875877,41.44350470024865,49.16932605287504,0.7941918887553505,1.3683634584425597,0.2867957746478873
Timestamp: 02/02/15 08:36:06,WK00001576,4283,30.35399180342538,42.494019115261175,49.12943987620513,0.75306918009415,1.4394267692755958,0.630663145539906
Timestamp: 02/02/15 08:37:34,WK00001576,3788,32.92893319254792,41.53165645955193,,0.9093812739551012,1.3793310933824938,0.6284330985915493
Timestamp: 02/02/15 08:43:15,WK00001576,3968,39.713656781860145,40.886545857378,49.13092452833673,1.31530853653917,1.326529765171666,0.634712441314554
Timestamp: 02/02/15 08:44:33,WK00001576,714,36.91590457612256,43.1014177348455,49.17435909746445,1.1500979727053895,1.4913054234359209,0.11144366197183098
Timestamp: 02/02/15 08:44:50,WK00001576,3165,35.675143619020346,41.20756910917226,49.14467602637658,1.0640249046961467,1.3492136196585465,0.5196596244131456
Timestamp: 02/02/15 08:48:58,WK00001576,603,36.40639261234497,42.242763031257745,49.19627138111425,1.1201310664733612,1.4275016423964602,0.11261737089201874
Timestamp: 02/02/15 08:53:07,WK00001576,610,39.05274084149113,42.613283260200895,49.193859744691544,1.2825608584406327,1.4553211354663262,0.11232394366197183
Timestamp: 02/02/15 08:53:27,WK00001576,6685,34.72645274442078,46.587419125474845,,1.0162283435553243,1.7496889754653,0.2491784037558685
Timestamp: 02/02/15 08:55:39,WK00001576,1532,36.33981781412746,43.31590463582402,49.17543085380422,1.11309734939925,1.5098633581120642,0.24442488262910794
Timestamp: 02/02/15 09:01:33,WK00001576,794,36.68020831469121,41.60755182451357,49.19294753305844,1.1368484126355518,1.3813331219826406,0.10997652582159624
Timestamp: 02/02/15 09:01:37,WK00001576,3383,31.37570019865061,40.11651431287589,49.13529908169464,0.8185972512543604,1.2669563576090377,0.5237676056338028
